,left,query,right
395,Campbell spent his whole ministerial career in Traquair On 26 October 1820 James Campbell married Mary Combe d. 1860,daughter,of Matthew Combe a Leith brewer One of their daughters Agnes Mary Campbell married Jardine Wallace 1834-1910 who
396,notarial mark of George Woode Marriage agreement for Walter Ker son of George Ker of Fawdounsyde to Elizabeth Home,daughter,of Lord George Home of Wodderburne granting the couple lands in Stevinstoun with a fortified tower mill and
397,Davidsone to Sir Robert Sandilands in Scots on paper dated 1681 230mm by 290mm. regarding the movement of his,daughter,back to Scotland from Rotterdam Davidsone had held the very powerful position of Conservator of the Scottish Staple
398,School Autumn 2009 Helen Millar Lowe was born in Duns Berwickshire Scotland on 10 December 1897 She was the,daughter,of James Millar Lowe a coal agent and Margaret Lowe who had married locally on 29 June 1892
399,1968-1999 offprints 1836-1992.See also External Documents below Alec Cheyne was born on 1 June 1924 in Errol in Perthshire,son,of the Reverend Alexander Cheyne United Free Church Minister of Errol and Catherine Anna Campbell His sister Mona
400,2 press cuttings one intimating the award of OBE to Ian Fowler Baillie the other the birth of a,son,to him and his wife Sheila and Text of article by John Baillie published in the Scotsman on
401,letters notes press cuttings and related material and The papers relating to Annie Baillie consist of letters from her,son,Donald Macpherson Baillieletters from her husband John Baillieletters from her son John Baillieletters from her nephew Peter Baillieother
402,to Annie Baillie consist of letters from her son Donald Macpherson Baillieletters from her husband John Baillieletters from her,son,John Baillieletters from her nephew Peter Baillieother correspondence and Leaflets booklets and maps relating to New Zealand and
403,examining how Christianity is preached and some of the fundamentals behind it John Baillie was born in 1886 the,son,of Rev John Baillie 1829-1891 Free Church minister at Gairloch Ross Cromarty in the north-west of Scotland and
404,marriage his brother Donald Macpherson Baillie his mother Annie Baillie John Baillie 1829-1891 was born at Beauly Inverness-shire the,son,of Peter Baillie and Christina Fraser After studying at both the University of Edinburgh and Free Church College
405,Cairns James Moffatt Karl Barth Thomas Stearns TS Eliot and Hugh Ross Mackintosh Donald Macpherson Baillie 1887-1954 was the,son,of John Baillie 1829-1891 and a younger brother to John Baillie 1886-1960 He was educated at Inverness Royal
406,Mackintosh including correspondence about the vacancy at Auburn and David Smith Cairns John Baillie was born in 1886 the,son,of Rev John Baillie 1829-1891 Free Church minister at Gairloch Ross Cromarty in the north-west of Scotland and
407,and Peter to live in Inverness For most of the rest of her live she lived with her unmarried,son,Donald In the period 1936-1944 John Baillie correponded with individuals including Reinhold Niebuhr Neville Stuart Talbot Alexander Martin
408,September 1936 Andrew Nisbet Bogle was born on 28 June 1868 in Callander in central Scotland He was the,son,of the Rev Andrew Bogle d. 1900 Minister of Callander Free Church and Catherine Nisbet Bogle He was
409,Sidney T. M. Newman and The collection is composed of in Box 1 concertos of C. P. E. Bach,son,of Johann Sebastian Bach an opera The admiral 's daughter by Dr. H. F. Henniker 1930 and a
410,277PublicationsHebrides Scotland -- Folk musicMiscellaneous musicFraser Marjory Kennedy- 1857-1930 singer pianist folk-song collector and arranger Carmichael Alexander 1868-1941 Alec,son,of Alexander Carmichael folklorist and antiquarian Burns Robert 1759-1796 Scottish poet c 1908-1930English and Scottish GaelicMiscellaneous music.Several Marjory
411,notes of William Logie 1809 The Rev Dr. William Logie was born in Kirkwall on 23 February 1786 the,son,of Alexander Logie a Kirkwall merchant He was educated at Kirkwall School and the studied at Edinburgh University
412,Logie Senior died on 5 September 1856 His wife died on 6 January 1862 William Logie third and youngest,son,of the Rev Dr. William Logie Senior was born on 19 March 1824 He was educated in Kirkwall
413,died on 5 January 1878 His wife died on 26 September 1890 Robert Scarth Valentine Logie fourth and youngest,son,of the Rev Dr. William Logie Junior was born on 15 April 1868 He was the twin brother
414,after the death of Jean in 1915 to Ethel Margaret Theresa Masson in 1917 with whom he had another,son,The Rev Robert Scarth Valentine Logie died on 9 November 1948 His second wife died on 26 February
415,contains an inserted letter dated 1901 James Mackinlay was born in Douglas Lanarkshire Scotland in 1756 He was the,son,of a farmer James Mackinlay He was educated at the University of Glasgow and was licensed by the
416,its politics and history published between 1955-1968 Edward Gibbon Wakefield was born in London on 20 March 1796 eldest,son,of Edward Wakefield 1774-1854 philanthropist and statistician and grandson of merchant Edward Wakefield 1750-1826 and author and philanthropist
417,Church of England settlement at Canterbury in New Zealand In 1852 Wakefield left England for New Zealand with his,son,landing in Port Lyttleton in February 1853 At once both father and son launched themselves into New Zealand
418,England for New Zealand with his son landing in Port Lyttleton in February 1853 At once both father and,son,launched themselves into New Zealand politics with the elder Wakefield advising the acting-Governor Colonel Robert Henry Wynyard 1802-1864
419,complete breakdown in his health Edward Gibbon Wakefield died in Wellington New Zealand on 16 May 1862 His only,son,Edward Jerningham Wakefield 1820-1879 who had written on New Zealand based on his earlier stay there as well
420,flauti Torno a voi by Giovanni Bononcini la nuvoletta by Giovanni Bononcini poterti dir vorrei by Georg Frideric Handel,son,confusa pastorella by Georg Frideric Handel Diverse cantate scelte Cantata Lenti fedel Daliso by Francesco Mancini Cantata Gia
421,e by Pietro Giuseppe Sandoni se pieta di me non senti from Giulio Cesare by Georg Frideric Handel duet,son,nator from Giulio Cesare by Georg Frideric Handel vienio vieni o cavochecara by Pietro Giuseppe Sandoni lungo pensar
422,Francesco Gasparini d'un amante ch e geloso by Francesco Gasparini pria di pieta by Francesco Gasparini Se que gl'orchia'te,son,cari by Franceso Gasparini vo cerdando tra fiori by Francesco Gasparini cantata a soprano con stromenti poiche lege
423,Cantata al fin m'occiderete by Alessandro Scarlatti Quai portenti regg'io Cantata due del occhi oh by Pietro Giuseppi Sandoni,son,certa del tuo ben o'cara liberta by Pietro Giuseppi Sandoni Cantata Core amante di perche liberta by Niccolo
424,in Perthshire son of the Reverend Alexander Cheyne United Free Church Minister of Errol and Catherine Anna Campbell His,sister,Mona was born in 1925 and brother George in 1927 He was educated at Kirkcaldy High School before
425,friends and associates throught her life Family included in particular her father and mother Richard and Florence Fowler her,sister,Mai Peter Baillie 1889-1914 youngest brother to John Baillie and Donald Macpherson Baillie was educated at Inverness Royal
426,Hill Emergency Hospital she moved to the merged Bethlem and Maudsley Hospitals and while progressing from staff nurse to,sister,to Principal tutor she also took a first class honours degree in Psychology at Birkbeck College University of
427,26 January 1907 press cuttings manuscripts Part 2 'Darlington Lecture Course Lecture Recital by Mrs Kennedy-Fraser Assisted by her,sister,Miss Margaret Kennedy `` Songs of the Highlands and the Lowlands River St. Hall Ayr 24 November 1914
428,press comments on reverse.Previous referenceGen 277ProgrammesHebrides Scotland -- Folk musicPrinted ephemeraHood Helen Patuffa 1889-1967 harpist Kennedy Margaret c 1865-1951,sister,of Marjory Kennedy-Fraser 'sub-professor at the Royal Academy of Music Sheet music Logan Co. 's Inverness Collection of
429,a red red Rose'.Previous referenceGen 278Fraser Marjory Kennedy- 1857-1930 singer pianist folk-song collector and arranger Kennedy Margaret c 1865-1951,sister,of Marjory Kennedy-Fraser 'sub-professor at the Royal Academy of Music Music Fragments VariousFraser Marjory Kennedy- 1857-1930 singer pianist
430,Kennedy-Fraser Kennedy Robert c 1846-1912 Singer Elder brother of Marjory Kennedy-Fraser Campbell Helen c 1854-1941 née Kennedy Singer Elder,sister,of Marjory Kennedy-Fraser Filippi Pauline Vaneri c 1833-1916 Soprano singer 4 bundles2 March 1879-16 May 1880English and ItalianLetters
