,left,query,right
451,Typescript draft of '' We were blind '' Climbing Mount Kilimanjaro Comments on typescript for 'Longman Guides to Literature,brother,Man by Roger Mais Report on 'Interviews on East African Writing by Bernth Lindfors File 3 1980 2015
452,introduction to the exhibition catalogue and published copies of the exhibition catalogue Text for exhibition catalogue for 'The Elders,brother,Everald Brown and Stanley Greaves Includes two typescript drafts for talks on the same topic 'Bridges of Sleep
453,'s writing politics reference to Price 's campaign to become Member of Parliament for the Gloucester constituency including his,brother,Robin 's intervention Letters to Charles from and about M Philips Price Phil Duplicate book with manuscript copies
454,correspondents include family members such as Charles brothers George Macaulay Trevelyan and Robert Calverley Trevelyan Mary 's sister and,brother,in law Elsa Richmond and Admiral Sir Herbert William Richmond Other correspondents include Sir Winston Churchill J Ramsay
455,MPs and meetings at Bradford Middlesbrough Merthyr Tydfill Frederick Pethick-Lawrence Geoffrey Winthrop Young 's wartime injury Arnold Sandwith Ward,brother,of Janet Trevelyan cooperation between Union of Democratic Control and Independent Labour Party censorship reference to raids of
456,Williams concerning the death of Theodore Trevelyan and the recent election from J Bainbridge concerning the death of his,brother,Emerson Muschamp Bainbridge from Mary Augusta Ward concerning educational institutions Josiah Wedgwood on politics from M Philips Price
457,M Philips Price in Petrograd from Hugh Dalton concerning the war from Katharine Gordon concerning the death of her,brother,from Henry Bolton concerning his son being called to war from Hugh F Luttrell concerning trusteeship the war
458,aged 7-8 Is labelled 'Charlie 's Account Book Charles account book Annotated in red pencil with Charles and his,brother,'s initals Harrow School Composition list Features pencil annotations Harrow School examination results Features pencil annotations Harrow School
459,Spain avoiding an assassination attempt Julian Trevlyan joining the children at the Park and the death of Julian 's,brother,Paul plans for Charles and the children to visit Stainland in Elland Letter from Charles to Pauline Trevelyan
460,to The Park a bill for Miss Jones Elsie planning a concert for The Park Miss Lloyd George her,brother,and 'the twins came for tea Letter from Elsie Clarke to Mary Caerwylan Criccieth North Wales Concerns Miss
461,Charles and Mary from Geoffrey Includes news of life at Wallington assistance with the employment of Hans Heimler 's,brother,Fritz and family news Also includes a letter from Edith Bulmer Letters to Geoffrey from Charles and Mary
462,lecture and demonstration of fibrous tissue Letter from John Hughes Bennett 1812-1875 physician Letter written in Edinburgh to his,brother,George in Belfast Black recommends to him Dr. James McDonnel who is relocating to Belfast Letter from Joseph
463,from 14 Savile Row to an unnamed recipient Brodie confirms a visit to be made to the recipient 's,brother,Letter from Sir Benjamin Collins Brodie 1783-1862 physiologist and surgeon Letter dated 18 Jun 1881 written from 53
464,Royal Botanic Society of London Gardens Regent 's Park to an unnamed recipient Sowerby states that the recipient 's,brother,S W Silver had requestsed assistance in the preparation of a catalogue of the museum of the Royal
465,Mary and Jack Mary and Jack 's children Bob Common 3 photo 's Connie Connie 's son Connie 's,brother,14 photo 's Jack Common photos from childhood to adulthood 10 photo 's Mary 's friends and mixed
466,from a selection of original woodblocks created by Joseph Crawhall II Letters and sketches relating to George Edward Crawhall,brother,of Joseph Crawhall II A genealogical scrapbook relating to the Crawhall family Joseph Crawhall Archives Consists of letters
467,Massé to Joseph Crawhall II Robinson writes about the influenza epidemic He also discusses the funeral of Crawhall 's,brother,and Crawhall 's move from the North to Ealing Robinson relates details of his 'booklet which is to
468,you expect '' BLISS Man and woman talking Consists of 3 volumes of scrapbooks created by George Edward Crawhall,brother,of Joseph Crawhall II The volumes largely consists of art work such as watercolour drawings and pencil sketches
469,of a newspaper clipping concerning hunting on Haydon estate with the permission of George Edward Crawhall Joseph Crawhall 's,brother,Newspaper clipping on hunting at Haydon estate Consists of a watercolour illustration of a man shotting at a
470,one shot dead Annotations include `` My second stag '' and is signed G.E.C George Edward Crawhall Joseph 's,brother,Watercolour illustration of two stags at Western Cairns Consists of a watercolour illustration of two men shooting at
471,a trap at St. Mary 's Loch Accopmanied by notes which are signed by George Edward Crawhall Joseph 's,brother,Watercolour illustration of sheep in trap at St. Mary 's Loch Consists of four rough watercolour sketches of
472,Societies 'Special Fund for Mounting Bison at the Hancock Museum Newcastle-upon-Tyne Donated by George Edward Crawhall Joseph Crawhall 's,brother,Receipt of a donation to the Hancock Museum Consists of an ink sketch of a cartoon by Charles
473,a Mr Peas Written from Walsingham Letter from Pattinson Wearmouth Postcard addressed to George Edward Crawhall Joseph Crawhall 's,brother,and contains acrostic poem for Crawhall Postcard to George Edward Crawhall Pattinson writes about a hunt for hares
474,clipping of Review of 'My Life as an Angler by William Henderson Initialled George Edward Crawhall Joseph Crawhall 's,brother,Newspaper clipping of book review for 'My Life as an Angler by William Henderson Consists of a rough
475,the Battalion was mobilised on 4 August 1914 with Sir Lawrence being appointed Officer for land forces On his,brother,’ s suggestion Sir Lawrence joined the Royal Flying Corps and took his first flight at Fort Grange
476,to France Raised first by his grandmother in France he was taken back to Uruguay by his uncle and,aunt,moving with them to Paris in 1894 where he had most of his education He married in 1907
477,Charles from family members Discusses the upcoming election Annotation in Charles hand reads 'The last letter I have from,aunt,Annie Letter to Charles from Anna M Philips Files relating to Charles political career mainly relating to his
478,to Charles Congratulatory letter Letter from Maude Verney to Mary Trevelyan Congratulatory letter Signed 'your loving and delighted little,aunt,Letter from to Mary Trevelyan Congratulatory letter Signed 'your affectionate and congratulating aunt Letter from to Mary Trevelyan
479,Signed 'your loving and delighted little aunt Letter from to Mary Trevelyan Congratulatory letter Signed 'your affectionate and congratulating,aunt,Letter from to Mary Trevelyan Congratulatory letter Letter is headed House of Commons Library Letter from W B
